city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality,Cost_of_Living_Index,highest_cost_of_living_index,lowest_cost_of_living_index
Sharjah,"United Arab Emirates",5.45,19.06,6.81,6.81,6.81,4.63,0.78,0.31,1.71,1.11,1.65,2.24,10.17,5.38,9.14,1.91,1.49,1.5,1.14,0.85,0.74,1.1,0.5,5.45,1.71,2.82,5.99,2.18,68.06,3.68,0.82,8.17,0.86,22461.2,19663.01,165.33,0.09,91.51,54.18,24.84,12.25,262.73,5233.38,45.21,59.7,68.23,66.93,6678.3,4996.72,1236.98,927.94,2212.09,1769.67,1681.97,4.44,1,2091.98,1387.24,NULL
Kazan,Russia,7.98,40,5.84,4,3.2,2.29,1.18,0.76,1.22,0.77,1.93,1.69,12.25,5.16,9.95,1.71,1.52,1.8,2.84,0.9,0.76,1.67,0.68,9.6,1.16,1.93,2.88,0.56,24,1.28,0.19,4.4,0.81,48000.01,36342.86,102.68,0.04,6.82,31,27.73,5.6,340,7560,104.57,60.36,118.77,132,516.67,292,960,586.67,3010.35,1808,645,11.02,1,292.552,NULL,NULL
Abuja,Nigeria,3.38,39.4,5.63,1.13,1.58,2.15,0.52,0.25,2.93,1.45,2.99,1.99,6.59,5.45,5.72,4.13,1.74,0.53,1.39,3.21,1.63,1.35,0.43,6.75,1.13,1.37,1.13,0.79,33.77,1.13,0.68,6.75,0.4,23020.47,31519.46,31.52,0.05,55.44,38.27,7.88,7.88,183.86,3686.65,21.67,37.15,47.28,74.3,2273.9,1069.41,5928.66,2560.96,12157.51,11504.6,235.83,17.67,1,628.475,NULL,NULL
"Nizhniy Novgorod",Russia,10,40,5.6,1.26,2.79,2.39,1.04,0.56,1.16,0.6,1.5,1.62,10.84,4.94,8.36,1.81,1.26,1.74,2.81,0.91,0.72,1.45,0.72,8,1.04,2.08,3.08,0.48,32,1.32,0.32,4.8,0.82,28800,32498.29,149.08,0.03,8.39,41.29,23.73,4.8,350.4,5760,106.1,51,120,115.56,444.34,266.51,721.15,469.67,2408.36,1753.19,684.31,9.23,1,284.783,NULL,NULL
Calgary,Canada,18.53,63,8.89,5.19,5.93,3.75,1.75,1.53,1.73,2.18,2.57,2.9,10.88,10.51,13.87,3.85,1.46,3.51,3.78,2.21,2.62,2.42,1.63,11.12,2.55,2.86,11.86,2.67,83.01,2.96,1.43,25.94,1.26,20752.19,19799.73,189.53,0.2,64.35,58.99,20.16,11.29,813.41,11879.57,54.07,44.06,75.78,101.91,1121.71,903.12,1976.24,1504.96,3328.49,2651.05,3807.94,4.58,1,1237.71,NULL,NULL
Suwon,"South Korea",6.15,36.88,4.42,1.92,2.88,3.17,1.23,0.65,2.05,3.26,4.13,2.46,13.44,13.19,19.46,8.96,2.82,2.69,8.19,1.15,2.05,1.15,0.82,20.74,2.21,2.94,3.46,1.23,46.09,2.92,0.46,19.21,1.27,38411.52,23046.91,135.07,0.19,27.14,38.84,38.41,9.99,153.65,23046.91,49.93,22.66,61.97,115.23,486.55,256.08,653,384.12,6529.96,3815.54,2291.89,3.5,0,696.455,NULL,NULL
Varanasi,India,3.07,8.04,3.07,1.84,3.38,1.57,0.35,0.18,0.66,0.4,0.62,1.03,2.98,2.67,2.46,1.13,0.56,0.78,0.42,0.25,0.33,0.43,0.29,6.14,1.68,3.11,4.05,0.25,3.38,0.4,0.14,1.23,1.25,14738.11,22107.17,18.42,0.01,3.38,12.28,5.73,2.7,51.34,1271.16,18.42,21.49,40.91,33.98,180.13,123.78,499.46,335.7,1165.57,637.54,552.68,8.47,0,184.033,NULL,NULL
Providence,"United States",24,72.5,9.75,6,8,4.25,2.06,1.7,1.01,3.19,3.54,3.13,8.46,6.24,16.9,4.84,1.51,5.14,6.39,4.01,3.15,2.75,2.75,12,1.61,1.72,10.5,2.5,40,3.5,2.02,30,1.28,29000,21184.5,174.48,0.05,57.8,25,0,12,1450,9800,38.67,27,60,56.25,1750,1250,2333.33,1733.33,3229.17,1937.5,4266.67,5.35,0,1510.79,1577.13,NULL
Maputo,Mozambique,16.44,66.56,4.31,1.17,1.64,2,1.04,0.89,1.51,1.18,1.21,1.9,17.54,5.25,5.73,1.85,0.77,1.28,1,0.89,1.1,0.9,0.78,14.1,1.04,1.8,2.35,0.23,13.18,3.52,3.92,24.59,1.16,32889.58,24068.13,77.9,0.05,123.73,59.25,27.41,12.53,282.02,4429.85,24.54,70.22,74.39,117.46,989.04,248.86,1659.75,1186.19,3248.65,1931.61,261.03,24.75,1,316.685,NULL,NULL
"Vila Velha",Brazil,3.45,22.99,5.75,0.86,1.92,0.86,0.86,0.57,1.18,1.05,0.98,1.38,7.09,5.56,8.05,1.25,0.96,0.67,1.15,0.86,0.67,0.38,0.54,6.71,0.86,1.82,2.3,0.77,47.9,0.88,0.57,3.83,1.29,16285.4,19159.29,50.11,0.52,20.44,28.74,28.74,4.89,439.94,6350.76,65,40.16,76.54,112.47,174.8,151.14,438.17,292.7,2391.29,1511.41,344.87,9,0,130.973,NULL,NULL
Rosario,Argentina,5,25,5,1,2,1.3,1.03,0.81,0.74,0.97,0.91,0.98,6.54,4,6.42,1.36,1.2,0.73,1.41,0.64,0.7,0.67,0.73,3,1.04,1.95,2,0.5,10,0.8,0.52,4.78,0.86,24000,22666.67,34.3,0.24,21.81,17.5,9.38,3,146.67,4891.47,36.89,23,93.14,80,144.21,104.05,257.25,168.66,1575,1033.33,366.67,45,0,129.095,NULL,NULL
Doha,Qatar,8.24,54.93,6.87,12.36,13.05,5.44,1.09,0.36,2,1.64,1.85,2.77,10.99,6.85,11.26,1.96,1.75,1.7,1.44,1.07,0.94,1.49,0.52,20.6,2.34,6.81,6.59,0.55,41.2,2.33,0.55,9.2,0.57,21971.99,20038.51,121.51,0.23,90.49,110.32,31.58,10.99,779.14,10455.62,63.46,53.24,98.21,95.35,1835.36,1177.07,3495.54,2288.14,4995.19,4239.91,3342.4,3.94,1,1296.64,1296.64,NULL
Jacksonville,"United States",14,60,9,5,6,4.72,2.35,1.58,1.09,3.3,3.41,3.51,12.28,12.97,17,4.9,1.53,5.06,4.57,4.05,3.47,2.09,1.98,10,2.44,3.66,8.5,1.75,47.5,3.5,1.34,17.5,1.18,25000,22065.62,139.05,0.08,68.45,26.88,7.4,14,820,13466.67,49.75,34.88,73.38,89.12,1441.18,1128.12,2116.25,1796.15,2516.6,2513.37,4580.33,4.97,1,1509.31,1577.13,NULL
Omsk,Russia,8,32,6.4,1.92,1.92,2.48,1.07,0.74,1.03,0.62,1.7,1.64,10.92,4.92,9.33,1.84,1.55,1.64,2.1,0.86,0.62,1,0.65,8,1.04,2.09,2.7,0.48,32.8,1.26,0.1,4.8,0.81,56000.01,45221.21,126.82,0.03,8.39,32.1,21.2,4,300,4640,56.96,51.84,108,104,325.33,212.57,760,358.4,1616,1177.6,547.85,11,1,220.415,NULL,NULL
Samara,Russia,9.6,48,6.4,2.56,3.6,2.43,1.58,0.86,1.23,0.69,1.47,1.54,10.46,4.8,8.33,1.64,1.4,1.66,2.56,0.87,0.64,1.07,0.64,8,1.08,2.05,3.2,0.56,31.76,1.92,0.48,4.8,0.8,43200.01,38933.34,106.24,0.05,7.85,31.04,24.27,5.6,290.67,8725.33,73.45,57.14,122.07,108.87,354.42,252,686.33,433.83,2085.92,1425,642.46,12.83,1,251.76,NULL,NULL
Campinas,Brazil,5.75,34.49,6.51,1.34,1.92,1.64,1.12,0.69,0.95,1.43,1.02,2,7.73,4.05,8.61,1.28,0.91,0.74,1.29,0.83,0.76,0.71,0.51,8.62,1.14,2.38,1.92,1.03,51.73,0.96,0.74,9.87,1.24,19159.29,24485.15,69.31,0.29,18.82,29.38,32.57,7.66,288.99,10116.11,42.77,49.34,74.51,50.45,337.68,225.65,579.04,443.06,1452.27,1197.46,600.84,8.73,1,236.325,NULL,NULL
Dakar,Senegal,8.03,54.62,8.03,2.41,3.21,3.4,1.1,0.82,1.91,0.56,1.02,2.06,11.89,9.68,8.23,2.03,1.4,1.92,1.27,1.08,0.89,0.84,0.73,8.84,0.99,1.76,1.29,0.36,20.08,2.41,2.41,12.85,1.34,26506,26238.27,103.26,0.08,48.8,66.67,16.06,8.03,236.5,4851.4,51.41,34.81,80.05,73.09,763.01,475.38,1602.98,906.91,9016.38,11705.38,441.77,8.75,1,303.293,NULL,NULL
Kigali,Rwanda,2.58,37.54,7.51,0.94,1.88,2.45,0.72,0.54,0.7,0.97,1.04,1.4,4.52,4.95,3.17,3.54,1.02,1.67,0.92,0.34,0.82,0.67,0.71,8.45,0.95,1.23,1.64,0.33,12.2,2.82,1.17,9.39,1.34,22524.64,13139.37,49.76,0.06,31.79,34.26,5.87,4.69,154.6,1640.66,22.88,28.36,33.79,48.78,435.74,306.65,1217.72,657.24,2884.51,20741.44,414.52,17.62,1,213.292,NULL,NULL
Amritsar,India,1.23,10.44,2.46,1.47,3.38,2.54,0.41,0.18,0.66,0.48,0.84,1.03,4.09,4.91,4.91,1.02,0.82,0.74,0.45,0.37,0.41,0.8,0.78,7.37,1.84,3.07,3.68,0.37,24.56,1.23,0.1,1.54,1.21,14738.11,18422.64,45.03,0.01,8.75,9.21,9.83,3.68,24.56,614.09,20.47,27.63,36.85,26.61,61.41,36.85,122.82,61.41,695.97,296.81,233.35,9.12,0,74.09,NULL,NULL
Birmingham,"United Kingdom",13.47,61.5,7.38,4.61,4.92,3.4,1.78,1.26,1.2,1.2,1.6,2.34,7.58,6.64,9.49,2.16,1.21,2.3,2.23,1.35,1.33,0.69,1.3,8.61,2,2.01,15.07,2.95,67.65,2.71,1.38,19.19,1.95,29520,29520,219.9,0.17,33.21,30.75,13.94,12.3,1440.86,18245,73.12,36.9,89.69,76.88,992.61,760.68,2174.26,1445.25,6953.22,4059.3,2976.96,3.05,1,996.497,NULL,NULL
Monterrey,Mexico,10.31,41.26,6.7,2.06,2.58,2.75,1.05,0.75,1.21,2.01,1.63,2.11,7.16,6.57,9,2.64,1.25,1.31,1.65,1.74,1.51,0.96,0.86,10.31,1.15,2.15,3.35,0.77,23.2,1.55,0.52,15.47,1.17,17017.77,17684.72,99.66,0.11,27.35,32.78,12.2,5.16,283.63,5356.73,45.12,31.14,84.17,78.94,597.01,373.88,1142.45,728.15,1856.48,1230.69,973.79,11.1,1,395.47,NULL,NULL
Tripoli,Libya,6.17,35.12,4.12,0.86,0.86,0.59,0.54,0.19,0.92,0.36,1.09,1.46,6.08,4.03,8.33,1.83,1.15,0.83,0.6,0.62,0.57,0.51,0.27,1.54,0.69,0.77,2.37,0.25,22.79,1.03,0.62,6.17,0.03,12345.68,11016.24,18.26,0.05,23.1,28.81,15.21,5.07,63.52,1157.41,38.07,28.85,48.7,63.79,250.16,151.83,488.68,265.2,1319.36,460.78,298.35,15.5,1,138.732,NULL,NULL
Tegucigalpa,Honduras,4,24.51,6,1.1,2.42,1.51,0.74,0.72,0.98,1.55,1.33,1.81,3.44,3.38,6.13,3.51,1.73,2.02,1.6,1.39,1.47,0.82,1.02,8,1.3,1.98,2.22,0.5,53.82,3.2,2.73,5,1.08,20000,21932.28,72.91,0.14,58.98,39.2,13.44,4.9,201.12,5154.95,49.65,47.61,87.48,84.63,435.5,288.06,965.03,536.93,1165.03,836.26,516.15,11.5,1,239.038,NULL,NULL
Guwahati,India,2.46,18.42,5.22,1.72,4.91,1.28,0.38,0.14,0.75,0.4,0.56,1.02,4.89,3.19,5.84,2.22,0.99,1.55,0.72,0.39,0.5,0.45,0.32,5.83,1.61,3.06,4.11,0.37,12.28,1.23,0.34,1.71,1.21,14738.11,17931.37,29.08,0.01,7.37,18.42,6.91,3.68,29.16,1120.71,30.02,32.63,34.11,45.03,118.21,77.53,291.69,184.23,809.83,648.49,491.27,8.72,1,153.077,NULL,NULL
Ufa,Russia,8,38.4,5.6,2.88,4,2.15,0.96,0.4,1.07,0.75,1.52,1.6,12.49,4.41,8.98,1.72,1.3,1.89,2.1,0.85,0.64,1.52,0.6,8.8,1.11,2.21,3.2,0.48,16.13,1.6,0.28,5.76,0.81,40928.01,38194.18,122.75,0.03,7.72,37.8,20.24,4.8,357.33,8640,55.17,58,96,91.87,428.95,283,720,456.38,2200,1586.67,630.27,9.28,1,266.925,NULL,NULL
Tbilisi,Georgia,10.17,36.97,7.39,1.85,2.59,2.6,0.86,0.47,1.69,0.61,2.22,2.39,7.49,6.42,9.46,1.23,1.64,1.6,1.36,0.78,0.67,1.06,0.62,5.55,1.3,1.96,2.96,0.37,14.79,1.48,0.74,4.44,1.42,18484.29,20911.89,74.47,0.09,20.48,52.41,14.18,6.47,213.06,5850.85,94.91,46.18,120.71,157.56,797.36,529.24,1478.45,952.22,1797.34,956.68,477.11,12.32,1,321.253,NULL,NULL
Copenhagen,Denmark,19.85,113.4,12.05,7.09,7.05,5.99,3.25,2.67,1.84,2.87,2.54,4.35,11.71,10.44,15,2.78,2.52,2.6,3.98,1.76,1.43,1.81,1.15,10.63,1.75,2.26,8.51,3.4,73.71,6.38,2.27,85.05,2.2,39690.41,38304.11,203.32,0.11,37.29,40.68,22.76,17.01,496.13,8249.94,106.09,50.62,115.76,157.61,1765.18,1309.91,2669.65,2014.9,7808.48,5450.68,3670.25,1.69,1,1364.67,NULL,NULL
Krasnoyarsk,Russia,8,36,4.82,1.16,2.08,2.48,1.01,0.41,1.25,0.77,1.76,1.68,10.56,5.79,8.32,2.08,1.82,2.24,2.98,1,0.74,0.8,0.72,9.6,1.03,2.06,3.2,0.51,24,1.76,0.32,4.8,0.82,46400.01,28800,99.44,0.02,8,44.4,29.6,4.8,306.67,5760,106,53.33,118,144,378.67,266.67,760,496,2006.4,1536,736,10.27,1,280.795,NULL,NULL
"Salt Lake City","United States",17,67.5,8.5,5.5,7,4.75,2.22,1.9,0.93,3.32,2.99,3.17,11.96,9.15,13.03,3.77,1.33,3.23,2.99,1.61,2.09,1.83,2.1,15,2.34,2.82,8,2.5,85,2.88,1.55,35.62,1.27,23000,27522.25,117.1,0.05,60.25,35.42,7.5,12,805.5,8782,56.8,40.1,79.58,116.14,1606,1300.75,2777.53,2127.84,3725.6,2574.11,4396.98,5.14,1,1505.62,1577.13,NULL
Cologne,Germany,13.7,55.32,9.48,3.69,3.06,2.85,2.36,1.89,1.1,1.94,2.19,2.73,12.26,10.29,14.05,2.77,1.67,2.3,1.41,1.91,1.22,1.61,0.65,5.27,0.56,2.16,8.43,3.16,101.16,3.95,2.16,31.61,2.2,24441.62,28978.78,279.73,0.13,35.39,34.71,29.07,12.64,577.1,12223.44,86.27,30.56,80.61,116.88,921.15,700.43,1712.34,1265.2,6019.52,4662.82,2480.27,2.67,1,854.57,NULL,NULL
Yerevan,Armenia,7.58,37.9,6.32,1.52,2.27,2.82,0.94,0.47,1.38,0.66,2.38,2.33,7.36,6.68,10.68,1.2,1.7,1.78,2.08,0.78,0.74,0.59,0.63,7.58,1.17,1.79,2.15,0.25,10.99,1.52,0.25,3.03,1.32,24004.06,27714.87,94.01,0.06,19.41,72.2,14.84,6.32,292.26,6898.92,78.56,50.12,109.49,93.07,976.89,667.76,1590.98,951.12,2317.05,1094.75,526.47,12.2,1,377.797,NULL,NULL
Nashville,"United States",16.5,70,8.59,5,6.5,5.08,2.2,1.89,1.05,3.91,4.85,3.38,14.58,16.9,17.2,5.94,1.96,5.03,5.25,3.85,2.64,2.36,2.37,15,1.86,3.67,8.12,3.69,67.5,7,1.25,45,1.08,25000,25343.75,190.35,0.15,81.93,67,12.67,16,1257,31750,51.45,35.85,87.5,120.62,2078.57,1588.46,3923.08,2626.67,4855.87,2456.47,4812.25,5.13,1,1727.75,1577.13,NULL
Ranchi,India,2.46,12.28,6.14,1.47,3.19,1.6,0.46,0.16,0.66,0.42,0.62,1.06,6.14,2.06,2.46,1.23,0.58,1.18,0.41,0.34,0.38,0.51,0.27,9.21,1.9,2.7,4.05,0.25,3.99,1.84,0.25,0.86,1.26,8597.23,19650.82,21.53,0.01,8.29,18.42,18.42,3.38,26.61,1842.26,30.7,49.13,55.27,27.51,143.29,90.07,335.7,178.09,396.6,330.5,294.76,10.58,0,110.19,NULL,NULL
"Sao Goncalo",Brazil,3.83,18.2,5.08,1.92,2.93,1.54,0.97,0.68,0.98,1.28,2.04,1.77,6.87,3.48,7.6,1.46,0.83,0.65,1.6,0.95,0.87,0.71,0.73,6.23,1.21,2.21,1.98,0.86,25.87,2.87,0.69,11.97,1.28,22991.15,25172.77,82.24,0.29,17.15,18.35,18.24,4.41,218.2,6744.07,32.53,38.58,56.16,37.8,212.52,138.9,436.64,374.13,920.69,879.88,349.66,10.25,0,141.717,NULL,NULL
Edmonton,Canada,18.53,66.7,8.89,5.19,5.93,3.79,1.82,1.73,1.97,2.22,3.05,2.69,10.75,11.14,13.37,3.79,1.39,3.39,3.67,2.01,1.76,2.4,1.68,11.12,2.05,2.68,12.6,2.59,74.11,2.74,1.22,22.23,1.26,22234.49,18299.17,189.4,0.26,59.09,46.98,14.64,11.12,711.5,59421.68,53.23,30.63,78.77,99.23,906.92,745.74,1535.36,1153.16,2200.36,1841.51,3403.02,4.82,1,1082.77,NULL,NULL
Bishkek,Kyrgyzstan,5.33,23.68,3.85,1.42,1.78,1.81,0.55,0.29,0.7,0.37,1.2,1.53,6.59,4.52,6.16,0.9,1.53,1.7,1.27,0.49,0.38,0.34,0.37,4.74,0.91,1.44,1.36,0.18,5.92,0.71,0.2,2.37,0.75,19242.16,21906.45,34.36,0.04,13.46,38.89,11.25,3.55,148.76,9058.61,18.95,26.64,49.06,58.53,340.69,210.16,668.28,442.08,915,776.65,267.61,15.88,1,153.452,NULL,NULL
Nur-Sultan,Kazakhstan,6.38,25.51,4.25,1.06,2.02,1.7,0.55,0.39,0.86,0.36,0.84,1.44,7.64,4.1,6.11,1.14,1.5,1.65,1.76,0.54,0.34,0.76,0.51,6.38,0.94,1.48,1.49,0.19,14.88,1.28,0.32,4.25,0.43,18704.64,24021.73,45.61,0.02,11.74,38.76,12.09,4.25,186.87,7696.13,74.29,41.64,84.02,82.65,405.89,269.23,825.57,510.13,1028.41,748.41,564.52,13.77,1,244.245,NULL,NULL
Sendai,Japan,6.33,29.78,4.91,3.72,3.72,3.28,0.92,0.66,1.34,2.36,2.98,1.79,16.63,8.14,23.33,7.59,2.28,6.39,4.99,3.25,1.94,1.38,0.69,8.93,2.38,2.98,3.72,1.86,148.9,5.06,1.3,32.01,1.16,22391.39,11167.78,136.5,0.15,37.23,58.57,18.24,13.4,203.5,8934.22,39.83,29.78,59.56,74.45,521.16,372.26,930.65,670.07,1191.23,967.87,2771.26,1.4,0,825.153,NULL,NULL
Tunis,Tunisia,2.48,15.49,4.65,1.55,2.17,0.79,0.52,0.24,0.43,0.16,0.8,1.09,8.65,4.59,9.45,1.54,1.85,0.81,0.55,0.52,0.44,0.33,0.24,4.96,1.18,1.02,2.94,0.22,13.94,0.17,0.31,4.65,0.7,35470.88,30687.37,51.92,0.07,19.71,26.65,8.52,4.65,95.16,2775.71,39.76,45.68,89.48,72,214.2,160.28,414.85,279.51,888.43,681.54,258.3,12.59,1,118.8,NULL,106.246
"San Pedro Sula",Honduras,6,26.4,5.97,1.61,3,2.73,0.81,0.73,1.13,1.57,1.47,2.4,4.9,4.28,10.44,4.41,1.97,3.45,1.91,1.94,2.11,0.68,0.83,7.58,1.48,1.62,2.41,0.71,44.08,4,1.04,6,1.15,22199.33,18104.35,105.78,0.17,74.47,41.35,29.26,4.47,159.09,4010.86,45.72,56.14,80.46,86.51,254.17,189.97,483.19,381.64,384.07,515.09,592.57,10.74,0,213.363,NULL,NULL
Kathmandu,Nepal,2.2,23.07,7.69,2.31,3.08,1.42,0.44,0.18,0.76,0.5,0.8,1.56,7.93,3.27,3.99,2.21,0.98,1.31,0.64,0.48,0.6,0.31,0.25,7.3,2.16,3.16,3.08,0.19,4.61,2.31,0.77,3.84,1.17,29217.22,47611.06,26.28,0.02,12.17,28.16,8.25,3.84,80.92,3102.64,24.73,31.77,47.18,41.55,173.88,107.77,356.25,218.87,1847.25,886.59,201.45,12.44,1,94.43,NULL,92.505
Perm,Russia,10.4,40,6.4,2.4,2.84,2.28,1,0.49,1.07,0.66,1.66,1.67,11.27,5.15,11.2,1.89,1.45,1.8,2.63,0.99,0.73,1.96,0.79,8,1.01,1.9,2.8,0.53,15.84,0.96,0.16,4.8,0.83,32000.01,34185.61,97.34,0.03,10.12,37.09,17.33,5.6,260,4970.67,79,59.2,141.33,114.67,336,209.78,656,416,1946.67,1360,651.11,11.18,1,249.51,NULL,NULL
Voronezh,Russia,11.2,48,6.19,1.76,2.72,2.5,1.13,0.51,1.23,0.74,1.67,1.56,11.38,5.14,9.94,1.37,1.34,1.69,2.07,0.77,0.73,1.42,0.68,8.48,1.1,2.15,3.07,0.37,24,1.92,0.19,5.76,0.83,35659.21,31760.01,116.99,0.04,6.92,41.64,18,5.6,340,3360,96.6,40,94.33,120.33,306.37,208.83,586.4,331.82,1790.86,1282.67,666.28,10,1,246.055,NULL,NULL
Mexicali,Mexico,8.87,32.23,5.16,1.8,3.87,2.55,0.99,0.67,1.38,1.96,1.29,2.04,5.84,4.11,7.39,2.6,1.1,0.8,0.91,1.08,1.09,0.83,0.76,7.74,1.48,2.58,3.61,0.83,23.21,2.58,1.24,6.6,1.11,11860.87,20627.59,73.44,0.03,19.34,23.72,7.74,4.13,180.49,3094.14,41.26,20.63,74.78,67.04,292.22,161.15,623.13,433.18,1624.42,464.12,586.6,12.17,0,222.13,NULL,NULL
Raleigh,"United States",15,65,8,5.25,7,4.96,2.28,1.74,0.93,3.43,4.33,3.22,8.93,9.32,15.49,4.75,1.44,5.08,3.97,2.41,2.14,1.54,2.07,14,2.18,2.33,6.5,1.62,20,3,1.86,20,1.14,22747.5,21525,188.64,0.25,66.42,37.09,3.75,12,1350,9250,46.1,37.29,81.5,113.62,1676.33,1277.78,3245.44,2532.56,5227.67,3280.84,4947.71,5.6,1,1660.17,1577.13,NULL
Cartagena,Colombia,2.52,20.1,4.51,1.26,1.94,1.44,0.63,0.66,0.95,0.88,0.7,1.79,3.37,3.09,5.03,1.93,0.57,1.08,0.8,0.57,0.7,0.66,0.73,6.29,0.63,1.26,1.89,0.57,20.98,1.68,1.53,4.51,0.5,7762.57,14818.82,94.26,0.04,26.52,20.72,18.53,3.15,106.64,3930.24,37.81,24.41,46.14,33.55,479.08,393.93,632.02,544.86,2115.44,959.08,331.84,10.16,1,203.503,NULL,NULL
Chandigarh,India,3.99,14.74,3.38,3.38,3.68,1.92,0.48,0.37,0.66,0.47,0.81,1.08,4.07,3.02,8.6,1.57,0.82,0.94,0.51,0.34,0.36,0.53,0.36,10.75,1.54,2.58,3.99,0.25,9.83,0.8,0.18,1.23,1.21,9825.41,22209.52,71.05,0.01,10.09,22.52,13.51,3.07,52.45,1171.68,34.49,43.1,53.83,41.96,152.84,101.32,425.77,247.17,1263.36,637.65,634.56,7.15,1,197.91,NULL,NULL
Jodhpur,India,2.46,9.83,3.68,1.84,3.99,1.45,0.25,0.12,0.51,0.45,0.69,0.84,3.38,2.87,2.46,1.39,0.42,0.66,0.45,0.31,0.27,0.39,0.26,12.28,1.43,2.7,4.3,0.25,15.35,0.61,0.25,0.98,1.15,8597.23,11053.58,43.91,0.01,7.06,18.42,4.3,2.46,27.63,1142.2,24.09,18.42,18.42,30.7,153.52,73.69,614.09,196.51,429.86,184.23,307.04,8.04,0,115.817,NULL,NULL
Managua,Nicaragua,5,30,5.5,1.9,2.5,1.9,0.76,0.83,1,1.46,1.09,1.92,3.8,5.06,6.29,4.81,1.07,1.71,1.53,1.49,1.21,0.75,0.71,8.64,1.02,2.25,3.35,0.1,10,2,1.06,6.1,1.25,19000,23250,68.97,0.41,58.25,31.03,30,6.15,166.3,4516.5,54.43,42.7,79.34,88.96,235.71,181.25,458.28,384.1,905.56,737.02,358.51,12.12,1,149.83,NULL,NULL
Bogor,Indonesia,2.11,12.96,2.92,1.94,2.59,1.85,0.56,0.3,1.12,0.91,0.75,1.62,7.11,2.91,7.13,2.92,1.47,2.07,1.09,1.62,1.81,1.25,0.44,33.06,2.29,3.02,2.17,0.44,17.18,0.45,0.37,2.59,0.78,29395.44,30843.07,66.44,0.08,36.64,31.33,6.37,3.24,162.05,7648.65,31.6,20.53,68.06,48.61,234.97,151.03,237.67,247.93,1534.05,734.62,364.61,8.83,0,150.533,NULL,NULL
Odesa,Ukraine,5.44,21.76,4.08,0.84,1.36,1.21,0.63,0.46,0.92,0.57,1.36,1.31,6.83,3.67,5.39,0.62,1.03,1.23,1.55,0.49,0.54,0.56,0.47,3.26,0.78,1.19,1.9,0.41,11.97,1.5,0.27,4.08,1.19,16997.75,16929.94,86.07,0.03,5.12,17.55,8.29,3.81,220.04,3337.39,57.77,32.12,71.73,91.58,263.88,171.05,513.88,281.48,1159.83,752.12,337.09,17.24,1,151.705,NULL,NULL
Shymkent,Kazakhstan,5.31,14.81,6.38,1.17,0.85,1.42,0.6,0.48,0.8,0.3,0.84,1.32,5.74,3.61,6.04,0.95,1.85,1.86,0.96,0.5,0.47,0.52,0.44,4.1,0.76,1.49,1.28,0.21,13.82,0.96,0.43,3.19,0.45,22318.04,27135.9,77.87,0.03,10.89,37.55,12.75,5.31,116.9,11977.35,70.46,27.1,55.8,79.71,205.29,144,426.93,294.03,706.32,533.41,325.31,15.5,1,134.03,NULL,NULL
Niamey,Niger,4.02,30.82,9.64,2.01,3.21,2.41,1.53,0.86,2.45,0.54,0.92,2.22,16.06,9.78,4.55,3.48,1.29,2.25,1.55,1.07,0.56,0.6,1.22,8.03,1.37,2.14,2.41,0.32,12.05,0.48,0.48,160.64,0.9,0,23161.83,374.83,0.11,12.05,40.16,4.02,4.02,910.31,4819.27,40.16,45.52,40.16,40.16,540.78,359.06,600.47,501.28,240963.67,80321.22,211.51,11,0,189.158,NULL,NULL
Monrovia,Liberia,12.5,45,10,2.5,3.5,3.67,1.5,2.67,1.4,1.43,4.71,5.33,15.22,9.87,41.52,22.74,13.78,11.62,15.41,15.87,12.22,9.25,1.45,6,2.5,6.7,4,3,17,3.5,0.47,10,1.04,5069.87,14457.43,216.1,0.35,49.87,66.5,5.75,9.75,132.44,1227.33,11.22,26.58,48.33,36.5,1312.5,158.33,2069.33,483,5000,2500,2592,5,0,980,NULL,NULL
Islamabad,Pakistan,1.34,15.65,3.58,2.24,4.47,1.38,0.25,0.18,0.74,0.46,1.04,1.02,4.52,2.42,3.91,0.93,0.53,0.69,0.58,0.31,0.34,0.3,0.32,1.88,1.34,2.13,1.12,0.2,5.36,0.67,0.18,2.24,1.05,15645.95,17471.07,82.57,0.01,20.25,16.76,5.25,3.13,47.36,948.66,14.04,19.72,59.64,36.35,168.66,107.29,411.47,230.63,586.6,416.56,218.01,11.55,1,97.0525,NULL,59.6673
"New Orleans","United States",19.75,77.5,8,4,6,4.67,1.81,1.41,1.12,3.93,4.53,3.27,13.34,12.69,16.49,4.87,1.66,4.13,5.68,3.62,3.19,1.99,1.89,15,3.62,4.18,7.5,1.5,45,4,2.8,29.5,1.04,29000,25285.71,195.88,0.16,72.93,61.29,30.48,14.25,700,12300,56.78,44.99,94.67,144.29,1614.38,1126.71,2998.33,2175,4036.47,2739.42,3405.25,5.29,1,1260.22,1577.13,NULL
